Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
14,0.0,RL,0.5427499408524292,0.4116683360033915,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.6666666666666665,0.5,0.007352941176470588,0.01639344262295082,Gable,CompShg,VinylSd,VinylSd,Stone,0.19125,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,0.6395547945205479,0.24451718494271688,GasA,Ex,Y,SBrkr,0.5669201728114759,0.0,0.0,0.5299431652300703,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,Gd,0.41666666666666663,Typ,0.3333333333333333,Gd,Attchd,0.009345794392523364,RFn,0.75,0.5923836389280677,TA,TA,Y,0.18669778296382727,0.0603290676416819,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.6363636363636364,0.25,New,Partial,12.540757571577291,0,0,0
15,0.0,RL,0.4403125963841563,0.4165315764711992,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.5,0.3529411764705882,0.8032786885245902,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.1325,TA,TA,CBlock,TA,TA,No,BLQ,0.1298724309000709,Unf,0.0,0.2226027397260274,0.20507364975450085,GasA,TA,Y,SBrkr,0.5003475356023279,0.0,0.0,0.46771268592754467,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,TA,0.24999999999999997,Typ,0.3333333333333333,Fa,Attchd,0.44859813084112143,RFn,0.25,0.24823695345557123,TA,TA,Y,0.0,0.38939670932358317,0.31884057971014496,0.0,0.0,0.0,missing,GdWo,missing,0.0,0.36363636363636365,0.5,WD,Normal,11.964001084330445,1,0,0
16,0.14705882352941177,RM,0.3284263672070855,0.30320468089956254,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,Rare_var,0.6666666666666665,0.875,0.5735294117647058,0.11475409836065574,Gable,CompShg,Wd Sdng,Wd Sdng,missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.3561643835616438,0.13617021276595745,GasA,Ex,Y,FuseA,0.3552695235828791,0.0,0.0,0.3320972949394383,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,TA,0.24999999999999997,Typ,0.0,missing,Detchd,0.14953271028037382,Unf,0.5,0.40620592383638926,TA,TA,Y,0.05600933488914819,0.20475319926873858,0.0,0.0,0.0,0.0,missing,GdPrv,missing,0.0,0.5454545454545454,0.25,WD,Normal,11.790557201568507,0,0,0
17,0.0,RL,0.4403125963841563,0.4222018638699323,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.5555555555555556,0.75,0.29411764705882354,0.6721311475409837,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.1125,TA,TA,CBlock,TA,TA,No,ALQ,0.10240963855421686,Unf,0.0,0.18236301369863012,0.16432078559738136,GasA,Ex,Y,SBrkr,0.4165061353428521,0.0,0.0,0.38933978765778576,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,TA,0.24999999999999997,Typ,0.3333333333333333,TA,Attchd,0.37383177570093457,Fin,0.5,0.3385049365303244,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,missing,missing,Shed,0.04516129032258065,0.1818181818181818,1.0,WD,Normal,11.911701584927597,1,0,0
18,0.4117647058823529,RL,0.4560656102716869,0.41420576766503325,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,0.3333333333333333,0.5,0.2867647058823529,0.6557377049180328,Gable,CompShg,MetalSd,MetalSd,missing,0.0,TA,TA,Slab,missing,missing,missing,missing,0.0,missing,0.0,0.0,0.0,GasA,TA,Y,SBrkr,0.5131166042920969,0.0,0.0,0.47964890023605644,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,TA,0.33333333333333337,Typ,0.0,missing,Rare_var,0.3644859813084112,Unf,0.5,0.3638928067700987,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,missing,missing,Shed,0.03225806451612903,0.8181818181818182,0.0,WD,Normal,11.407564949312402,0,0,0
19,0.0,RL,0.4238592228593645,0.4608487706223927,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Rare_var,Norm,1Fam,1Story,0.4444444444444445,0.5,0.029411764705882353,0.0819672131147541,Gable,CompShg,VinylSd,VinylSd,missing,0.0,TA,TA,PConc,TA,TA,No,GLQ,0.11445783132530121,Unf,0.0,0.20034246575342465,0.1823240589198036,GasA,Ex,Y,SBrkr,0.45585000440260615,0.0,0.0,0.42611747788977006,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,Gd,0.33333333333333337,Typ,0.0,missing,Detchd,0.037383177570093455,Unf,0.5,0.40620592383638926,TA,TA,Y,0.0,0.18647166361974407,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.4545454545454545,0.5,WD,Normal,11.976659481202368,0,0,0
20,0.0,RL,0.44563844305834177,0.34456150763322824,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444445,0.625,0.375,0.7377049180327869,Hip,CompShg,BrkFace,Plywood,missing,0.0,TA,TA,CBlock,TA,TA,No,LwQ,0.0892983699503898,Unf,0.0,0.2247431506849315,0.1684124386252046,GasA,TA,Y,SBrkr,0.5254688463399919,0.0,0.0,0.4911954751552141,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,TA,0.33333333333333337,Min1,0.0,missing,Attchd,0.47663551401869153,Unf,0.25,0.20733427362482368,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,missing,MnPrv,missing,0.0,0.36363636363636365,0.75,COD,Abnorml,11.842229212112828,0,0,0
21,0.2352941176470588,RL,0.5813411068203953,0.4681425526952936,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0.7777777777777777,0.5,0.007352941176470588,0.01639344262295082,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.23750000000000002,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,0.49571917808219174,0.18952536824877253,GasA,Ex,Y,SBrkr,0.4705094671360337,0.5898305084745763,0.0,0.6940696095250574,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,Gd,0.5833333333333334,Typ,0.3333333333333333,Gd,BuiltIn,0.009345794392523364,RFn,0.75,0.6015514809590973,TA,TA,Y,0.28004667444574094,0.28153564899451555,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.9090909090909091,0.0,New,Partial,12.692503112461443,0,0,0
22,0.14705882352941177,RM,0.369595419099787,0.34166657703920467,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,Rare_var,0.6666666666666665,0.75,0.5661764705882353,0.9508196721311476,Gable,CompShg,Wd Sdng,Wd Sdng,missing,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,0.2726883561643835,0.10425531914893618,GasA,Ex,Y,FuseF,0.4538062549539186,0.0,0.0,0.42420703069858323,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,Gd,0.33333333333333337,Typ,0.3333333333333333,Gd,Attchd,0.719626168224299,Unf,0.25,0.19746121297602257,TA,TA,N,0.0,0.0,0.3713768115942029,0.0,0.0,0.0,missing,GdPrv,missing,0.0,0.4545454545454545,0.25,WD,Normal,11.845102777308561,0,0,0
23,0.0,RL,0.4711754616031938,0.39419054771564976,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.044117647058823525,0.11475409836065574,Hip,CompShg,VinylSd,VinylSd,BrkFace,0.175625,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.7607020547945205,0.29083469721767596,GasA,Ex,Y,SBrkr,0.6363808334013008,0.0,0.0,0.5948732984257088,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,Gd,0.41666666666666663,Typ,0.3333333333333333,Gd,Attchd,0.05607476635514018,RFn,0.5,0.37658674188998587,TA,TA,Y,0.1995332555425904,0.2906764168190128,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.7272727272727273,0.5,WD,Normal,12.345834587905333,0,0,0
24,0.588235294117647,RM,0.27378038483032174,0.23063674099414233,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,0.4444444444444445,0.75,0.22794117647058823,0.5245901639344263,Gable,CompShg,CemntBd,CmentBd,missing,0.0,TA,TA,PConc,Gd,TA,No,GLQ,0.148830616583983,Unf,0.0,0.08561643835616438,0.17021276595744683,GasA,TA,Y,SBrkr,0.43704631963286955,0.0,0.0,0.4085402514957175,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,TA,0.33333333333333337,Typ,0.3333333333333333,TA,Attchd,0.2897196261682243,Unf,0.5,0.4033850493653032,TA,TA,Y,0.11668611435239205,0.20109689213893966,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.4545454545454545,0.25,WD,Normal,11.77452020265869,0,0,0
25,0.0,RL,0.4403125963841563,0.3615609261666344,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.4444444444444445,0.875,0.3088235294117647,0.16393442622950818,Gable,CompShg,Plywood,Plywood,missing,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,0.033309709425939055,ALQ,0.4531886024423338,0.08732876712328766,0.17348608837970542,GasA,Ex,Y,SBrkr,0.43704631963286955,0.0,0.0,0.4085402514957175,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,Gd,0.33333333333333337,Typ,0.3333333333333333,TA,Attchd,0.3925233644859813,Unf,0.25,0.19040902679830748,TA,TA,Y,0.47374562427071176,0.16453382084095064,0.0,0.0,0.0,0.0,missing,MnPrv,missing,0.0,0.36363636363636365,1.0,WD,Normal,11.944707881395766,1,0,0
26,0.0,RL,0.6129361977141516,0.4683489691801406,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.014705882352941176,0.04918032786885246,Gable,CompShg,VinylSd,VinylSd,Stone,0.4,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,0.670376712328767,0.2563011456628478,GasA,Ex,Y,SBrkr,0.5928604707488017,0.0,0.0,0.5541915237383659,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,Gd,0.41666666666666663,Typ,0.3333333333333333,Gd,Attchd,0.018691588785046728,RFn,0.75,0.6276445698166432,TA,TA,Y,0.0,0.10237659963436929,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.5454545454545454,0.75,WD,Normal,12.454103912352162,0,0,0
27,0.0,RL,0.38858111692291897,0.33501243271721837,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444445,0.75,0.4338235294117647,0.18032786885245902,Gable,CompShg,Wd Sdng,Wd Sdng,missing,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,0.041459957476966694,Rec,0.32971506105834464,0.07705479452054795,0.14729950900163669,GasA,TA,Y,SBrkr,0.37512348811968543,0.0,0.0,0.35065629727097036,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,Gd,0.24999999999999997,Typ,0.0,missing,Detchd,0.04672897196261682,Unf,0.5,0.40620592383638926,TA,TA,Y,0.25904317386231035,0.05850091407678245,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.36363636363636365,1.0,WD,Normal,11.811547477460344,0,0,0
28,0.0,RL,0.5701802625425323,0.4262853765232826,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,Gable,CompShg,VinylSd,VinylSd,Stone,0.125,Gd,TA,PConc,Ex,TA,No,GLQ,0.21580439404677534,Unf,0.0,0.20804794520547945,0.2788870703764321,GasA,Ex,Y,SBrkr,0.6166922351584065,0.0,0.0,0.5764688764767789,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,Gd,0.41666666666666663,Typ,0.3333333333333333,Gd,Attchd,0.018691588785046728,RFn,0.75,0.5444287729196051,TA,TA,Y,0.0,0.09140767824497258,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.36363636363636365,1.0,WD,Normal,12.631340380934517,0,0,0
29,0.0,RL,0.29819406424933925,0.4951818400920358,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.4444444444444445,0.625,0.3602941176470588,0.16393442622950818,Gable,CompShg,MetalSd,MetalSd,missing,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,0.22625797306874557,Unf,0.0,0.08861301369863013,0.24288052373158758,GasA,TA,Y,SBrkr,0.5928604707488017,0.0,0.0,0.5541915237383659,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,TA,0.33333333333333337,Typ,0.6666666666666666,Gd,Attchd,0.4579439252336448,RFn,0.25,0.2249647390691114,TA,TA,Y,0.3360560093348891,0.4716636197440585,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.9999999999999999,0.0,WD,Normal,12.24288661865289,0,0,0
